"V1"	"V2"	"complex"
"17956"	"RBL1"	"H3C11"	"Emerin regulatory complex"
"17957"	"RBL1"	"H3C12"	"Emerin regulatory complex"
"17958"	"RBL1"	"H1-1"	"Emerin regulatory complex"
"17959"	"RBL1"	"HDAC1"	"Emerin regulatory complex"
"17960"	"RBL1"	"LMO7"	"Emerin regulatory complex"
"17962"	"H3C1"	"EMD"	"Emerin regulatory complex"
"17963"	"H3C2"	"EMD"	"Emerin regulatory complex"
"17964"	"H3C3"	"EMD"	"Emerin regulatory complex"
"17965"	"H3C4"	"EMD"	"Emerin regulatory complex"
"17966"	"H3C6"	"EMD"	"Emerin regulatory complex"
"17967"	"H3C7"	"EMD"	"Emerin regulatory complex"
"17968"	"H3C8"	"EMD"	"Emerin regulatory complex"
"17969"	"H3C10"	"EMD"	"Emerin regulatory complex"
"17970"	"H3C11"	"EMD"	"Emerin regulatory complex"
"17971"	"H3C12"	"EMD"	"Emerin regulatory complex"
"17972"	"H1-1"	"EMD"	"Emerin regulatory complex"
"17973"	"HDAC1"	"EMD"	"Emerin regulatory complex"
"17975"	"H3C1"	"ACTB"	"Emerin regulatory complex"
"17976"	"H3C2"	"ACTB"	"Emerin regulatory complex"
"17977"	"H3C3"	"ACTB"	"Emerin regulatory complex"
"17978"	"H3C4"	"ACTB"	"Emerin regulatory complex"
"17979"	"H3C6"	"ACTB"	"Emerin regulatory complex"
"17980"	"H3C7"	"ACTB"	"Emerin regulatory complex"
"17981"	"H3C8"	"ACTB"	"Emerin regulatory complex"
"17982"	"H3C10"	"ACTB"	"Emerin regulatory complex"
"17983"	"H3C11"	"ACTB"	"Emerin regulatory complex"
"17984"	"H3C12"	"ACTB"	"Emerin regulatory complex"
"17985"	"H1-1"	"ACTB"	"Emerin regulatory complex"
"17997"	"H3C1"	"H1-1"	"Emerin regulatory complex"
"17998"	"HDAC1"	"H3C1"	"Emerin regulatory complex"
"17999"	"LMO7"	"H3C1"	"Emerin regulatory complex"
"18008"	"H3C2"	"H1-1"	"Emerin regulatory complex"
"18009"	"HDAC1"	"H3C2"	"Emerin regulatory complex"
"18010"	"LMO7"	"H3C2"	"Emerin regulatory complex"
"18018"	"H3C3"	"H1-1"	"Emerin regulatory complex"
"18019"	"HDAC1"	"H3C3"	"Emerin regulatory complex"
"18020"	"LMO7"	"H3C3"	"Emerin regulatory complex"
"18027"	"H3C4"	"H1-1"	"Emerin regulatory complex"
"18028"	"HDAC1"	"H3C4"	"Emerin regulatory complex"
"18029"	"LMO7"	"H3C4"	"Emerin regulatory complex"
"18035"	"H3C6"	"H1-1"	"Emerin regulatory complex"
"18036"	"HDAC1"	"H3C6"	"Emerin regulatory complex"
"18037"	"LMO7"	"H3C6"	"Emerin regulatory complex"
"18042"	"H3C7"	"H1-1"	"Emerin regulatory complex"
"18043"	"HDAC1"	"H3C7"	"Emerin regulatory complex"
"18044"	"LMO7"	"H3C7"	"Emerin regulatory complex"
"18048"	"H3C8"	"H1-1"	"Emerin regulatory complex"
"18049"	"HDAC1"	"H3C8"	"Emerin regulatory complex"
"18050"	"LMO7"	"H3C8"	"Emerin regulatory complex"
"18053"	"H3C10"	"H1-1"	"Emerin regulatory complex"
"18054"	"HDAC1"	"H3C10"	"Emerin regulatory complex"
"18055"	"LMO7"	"H3C10"	"Emerin regulatory complex"
"18057"	"H3C11"	"H1-1"	"Emerin regulatory complex"
"18058"	"HDAC1"	"H3C11"	"Emerin regulatory complex"
"18059"	"LMO7"	"H3C11"	"Emerin regulatory complex"
"18060"	"H3C12"	"H1-1"	"Emerin regulatory complex"
"18061"	"HDAC1"	"H3C12"	"Emerin regulatory complex"
"18062"	"LMO7"	"H3C12"	"Emerin regulatory complex"
"18063"	"HDAC1"	"H1-1"	"Emerin regulatory complex"
"18064"	"LMO7"	"H1-1"	"Emerin regulatory complex"
"18065"	"LMO7"	"HDAC1"	"Emerin regulatory complex"
"18066"	"ZRANB2"	"BANF1"	"Emerin complex 25"
"18067"	"LSM8"	"BANF1"	"Emerin complex 25"
"18068"	"SSB"	"BANF1"	"Emerin complex 25"
"18069"	"LMNB1"	"BANF1"	"Emerin complex 25"
"18070"	"YWHAB"	"BANF1"	"Emerin complex 25"
"18073"	"HNRNPK"	"BANF1"	"Emerin complex 25"
"18074"	"YWHAE"	"BANF1"	"Emerin complex 25"
"18075"	"SNRPD1"	"BANF1"	"Emerin complex 25"
"18076"	"G3BP1"	"BANF1"	"Emerin complex 25"
"18077"	"CDC37"	"BANF1"	"Emerin complex 25"
"18078"	"SAP130"	"BANF1"	"Emerin complex 25"
"18079"	"BCCIP"	"BANF1"	"Emerin complex 25"
"18080"	"LSM2"	"BANF1"	"Emerin complex 25"
"18081"	"ZRANB2"	"LSM8"	"Emerin complex 25"
"18082"	"ZRANB2"	"SSB"	"Emerin complex 25"
"18083"	"ZRANB2"	"LMNB1"	"Emerin complex 25"
"18084"	"ZRANB2"	"YWHAB"	"Emerin complex 25"
"18085"	"ZRANB2"	"EMD"	"Emerin complex 25"
"18086"	"ZRANB2"	"ACTB"	"Emerin complex 25"
"18087"	"ZRANB2"	"HNRNPK"	"Emerin complex 25"
"18088"	"ZRANB2"	"YWHAE"	"Emerin complex 25"
"18089"	"ZRANB2"	"SNRPD1"	"Emerin complex 25"
"18090"	"ZRANB2"	"G3BP1"	"Emerin complex 25"
"18091"	"ZRANB2"	"CDC37"	"Emerin complex 25"
"18092"	"ZRANB2"	"SAP130"	"Emerin complex 25"
"18093"	"ZRANB2"	"BCCIP"	"Emerin complex 25"
"18094"	"ZRANB2"	"LSM2"	"Emerin complex 25"
"18095"	"SSB"	"LSM8"	"Emerin complex 25"
"18096"	"LSM8"	"LMNB1"	"Emerin complex 25"
"18097"	"YWHAB"	"LSM8"	"Emerin complex 25"
"18098"	"LSM8"	"EMD"	"Emerin complex 25"
"18099"	"LSM8"	"ACTB"	"Emerin complex 25"
"18100"	"LSM8"	"HNRNPK"	"Emerin complex 25"
"18101"	"YWHAE"	"LSM8"	"Emerin complex 25"
"18102"	"SNRPD1"	"LSM8"	"Emerin complex 25"
"18103"	"LSM8"	"G3BP1"	"Emerin complex 25"
"18104"	"LSM8"	"CDC37"	"Emerin complex 25"
"18105"	"SAP130"	"LSM8"	"Emerin complex 25"
"18106"	"LSM8"	"BCCIP"	"Emerin complex 25"
"18108"	"SSB"	"LMNB1"	"Emerin complex 25"
"18109"	"YWHAB"	"SSB"	"Emerin complex 25"
"18110"	"SSB"	"EMD"	"Emerin complex 25"
"18111"	"SSB"	"ACTB"	"Emerin complex 25"
"18112"	"SSB"	"HNRNPK"	"Emerin complex 25"
"18113"	"YWHAE"	"SSB"	"Emerin complex 25"
"18114"	"SSB"	"SNRPD1"	"Emerin complex 25"
"18115"	"SSB"	"G3BP1"	"Emerin complex 25"
"18116"	"SSB"	"CDC37"	"Emerin complex 25"
"18117"	"SSB"	"SAP130"	"Emerin complex 25"
"18118"	"SSB"	"BCCIP"	"Emerin complex 25"
"18119"	"SSB"	"LSM2"	"Emerin complex 25"
"18120"	"YWHAB"	"LMNB1"	"Emerin complex 25"
"18123"	"LMNB1"	"HNRNPK"	"Emerin complex 25"
"18124"	"YWHAE"	"LMNB1"	"Emerin complex 25"
"18125"	"SNRPD1"	"LMNB1"	"Emerin complex 25"
"18126"	"LMNB1"	"G3BP1"	"Emerin complex 25"
"18127"	"LMNB1"	"CDC37"	"Emerin complex 25"
"18128"	"SAP130"	"LMNB1"	"Emerin complex 25"
"18129"	"LMNB1"	"BCCIP"	"Emerin complex 25"
"18130"	"LSM2"	"LMNB1"	"Emerin complex 25"
"18131"	"YWHAB"	"EMD"	"Emerin complex 25"
"18132"	"YWHAB"	"ACTB"	"Emerin complex 25"
"18133"	"YWHAB"	"HNRNPK"	"Emerin complex 25"
"18135"	"YWHAB"	"SNRPD1"	"Emerin complex 25"
"18136"	"YWHAB"	"G3BP1"	"Emerin complex 25"
"18138"	"YWHAB"	"SAP130"	"Emerin complex 25"
"18139"	"YWHAB"	"BCCIP"	"Emerin complex 25"
"18140"	"YWHAB"	"LSM2"	"Emerin complex 25"
"18142"	"HNRNPK"	"EMD"	"Emerin complex 25"
"18143"	"YWHAE"	"EMD"	"Emerin complex 25"
"18144"	"SNRPD1"	"EMD"	"Emerin complex 25"
"18145"	"G3BP1"	"EMD"	"Emerin complex 25"
"18146"	"EMD"	"CDC37"	"Emerin complex 25"
"18147"	"SAP130"	"EMD"	"Emerin complex 25"
"18148"	"EMD"	"BCCIP"	"Emerin complex 25"
"18149"	"LSM2"	"EMD"	"Emerin complex 25"
"18150"	"HNRNPK"	"ACTB"	"Emerin complex 25"
"18151"	"YWHAE"	"ACTB"	"Emerin complex 25"
"18152"	"SNRPD1"	"ACTB"	"Emerin complex 25"
"18153"	"G3BP1"	"ACTB"	"Emerin complex 25"
"18154"	"CDC37"	"ACTB"	"Emerin complex 25"
"18155"	"SAP130"	"ACTB"	"Emerin complex 25"
"18156"	"BCCIP"	"ACTB"	"Emerin complex 25"
"18157"	"LSM2"	"ACTB"	"Emerin complex 25"
"18158"	"YWHAE"	"HNRNPK"	"Emerin complex 25"
"18159"	"SNRPD1"	"HNRNPK"	"Emerin complex 25"
"18160"	"HNRNPK"	"G3BP1"	"Emerin complex 25"
"18161"	"HNRNPK"	"CDC37"	"Emerin complex 25"
"18162"	"SAP130"	"HNRNPK"	"Emerin complex 25"
"18163"	"HNRNPK"	"BCCIP"	"Emerin complex 25"
"18164"	"LSM2"	"HNRNPK"	"Emerin complex 25"
"18165"	"YWHAE"	"SNRPD1"	"Emerin complex 25"
"18166"	"YWHAE"	"G3BP1"	"Emerin complex 25"
"18168"	"YWHAE"	"SAP130"	"Emerin complex 25"
"18169"	"YWHAE"	"BCCIP"	"Emerin complex 25"
"18170"	"YWHAE"	"LSM2"	"Emerin complex 25"
"18171"	"SNRPD1"	"G3BP1"	"Emerin complex 25"
"18172"	"SNRPD1"	"CDC37"	"Emerin complex 25"
"18173"	"SNRPD1"	"SAP130"	"Emerin complex 25"
"18174"	"SNRPD1"	"BCCIP"	"Emerin complex 25"
"18175"	"SNRPD1"	"LSM2"	"Emerin complex 25"
"18176"	"G3BP1"	"CDC37"	"Emerin complex 25"
"18177"	"SAP130"	"G3BP1"	"Emerin complex 25"
"18178"	"G3BP1"	"BCCIP"	"Emerin complex 25"
"18179"	"LSM2"	"G3BP1"	"Emerin complex 25"
"18180"	"SAP130"	"CDC37"	"Emerin complex 25"
"18181"	"CDC37"	"BCCIP"	"Emerin complex 25"
"18182"	"LSM2"	"CDC37"	"Emerin complex 25"
"18183"	"SAP130"	"BCCIP"	"Emerin complex 25"
"18184"	"SAP130"	"LSM2"	"Emerin complex 25"
"18185"	"LSM2"	"BCCIP"	"Emerin complex 25"
"18186"	"HSP90AA1"	"CDKN1A"	"HSP90-CIP1-FKBPL complex"
"18187"	"HSP90AA1"	"FKBPL"	"HSP90-CIP1-FKBPL complex"
"18188"	"FKBPL"	"CDKN1A"	"HSP90-CIP1-FKBPL complex"
"18189"	"FYN"	"DLG4"	"PSD95-FYN-NR2A complex"
"18190"	"GRIN2A"	"FYN"	"PSD95-FYN-NR2A complex"
"18191"	"GRIN2A"	"DLG4"	"PSD95-FYN-NR2A complex"
"18192"	"NRP1"	"FARP2"	"FARP2-NRP1-PlexinA1 complex"
"18193"	"PLXNA1"	"NRP1"	"FARP2-NRP1-PlexinA1 complex"
"18194"	"PLXNA1"	"FARP2"	"FARP2-NRP1-PlexinA1 complex"
"18195"	"PLXNA2"	"NRP1"	"FARP2-NRP1-PlexinA2 complex"
"18197"	"PLXNA2"	"FARP2"	"FARP2-NRP1-PlexinA2 complex"
"18199"	"PLXNA3"	"NRP1"	"FARP2-NRP1-PlexinA3 complex"
"18200"	"PLXNA3"	"FARP2"	"FARP2-NRP1-PlexinA3 complex"
"18202"	"PLXNA4"	"NRP1"	"FARP2-NRP1-PlexinA4 complex"
"18203"	"PLXNA4"	"FARP2"	"FARP2-NRP1-PlexinA4 complex"
"18204"	"LRRC7"	"ACTN4"	"Ternary complex (ACTN4, CAMK2A, LRRC7)"
"18205"	"CAMK2A"	"ACTN4"	"Ternary complex (ACTN4, CAMK2A, LRRC7)"
"18206"	"LRRC7"	"CAMK2A"	"Ternary complex (ACTN4, CAMK2A, LRRC7)"
"18208"	"RB1"	"CEBPE"	"CEBPE-E2F1-RB1 complex"
"18209"	"E2F1"	"CEBPE"	"CEBPE-E2F1-RB1 complex"
"18210"	"SEMA3C"	"NRP1"	"SEMA3C-PlexinD1-Nrp1 complex"
"18211"	"PLXND1"	"NRP1"	"SEMA3C-PlexinD1-Nrp1 complex"
"18212"	"SEMA3C"	"PLXND1"	"SEMA3C-PlexinD1-Nrp1 complex"
"18214"	"XRCC2"	"RAD51"	"RAD51-RAD51D-XRCC3 complex"
"18215"	"RAD51D"	"RAD51"	"RAD51-RAD51D-XRCC3 complex"
"18216"	"VCP"	"NPLOC4"	"Membrane protein complex (DERL1, NPLOC4, UFD1L, VCP, VIMP)"
"18217"	"VCP"	"UFD1"	"Membrane protein complex (DERL1, NPLOC4, UFD1L, VCP, VIMP)"
"18220"	"UFD1"	"NPLOC4"	"Membrane protein complex (DERL1, NPLOC4, UFD1L, VCP, VIMP)"
"18221"	"SELENOS"	"NPLOC4"	"Membrane protein complex (DERL1, NPLOC4, UFD1L, VCP, VIMP)"
"18222"	"NPLOC4"	"DERL1"	"Membrane protein complex (DERL1, NPLOC4, UFD1L, VCP, VIMP)"
"18223"	"UFD1"	"SELENOS"	"Membrane protein complex (DERL1, NPLOC4, UFD1L, VCP, VIMP)"
"18224"	"UFD1"	"DERL1"	"Membrane protein complex (DERL1, NPLOC4, UFD1L, VCP, VIMP)"
"18226"	"SEMA6D"	"NRP1"	"SEMA6D-PlexinA1-NRP1 complex"
"18228"	"SEMA6D"	"PLXNA1"	"SEMA6D-PlexinA1-NRP1 complex"
"18229"	"SMARCA5"	"DNMT1"	"BAZ2A-DNMT1-DNMT3B-HDAC1-SMARCA5 complex"
"18232"	"SMARCA5"	"BAZ2A"	"BAZ2A-DNMT1-DNMT3B-HDAC1-SMARCA5 complex"
"18234"	"DNMT3B"	"DNMT1"	"BAZ2A-DNMT1-DNMT3B-HDAC1-SMARCA5 complex"
"18235"	"DNMT1"	"BAZ2A"	"BAZ2A-DNMT1-DNMT3B-HDAC1-SMARCA5 complex"
"18237"	"HDAC1"	"BAZ2A"	"BAZ2A-DNMT1-DNMT3B-HDAC1-SMARCA5 complex"
"18238"	"DNMT3B"	"BAZ2A"	"BAZ2A-DNMT1-DNMT3B-HDAC1-SMARCA5 complex"
"18239"	"SORBS2"	"CBL"	"CBL-PTK2B-SORBS2 complex"
"18240"	"SORBS2"	"PTK2B"	"CBL-PTK2B-SORBS2 complex"
"18241"	"PTK2B"	"CBL"	"CBL-PTK2B-SORBS2 complex"
"18242"	"SRC"	"CBL"	"CBL-OSTF1-SRC complex"
"18243"	"SRC"	"OSTF1"	"CBL-OSTF1-SRC complex"
"18244"	"OSTF1"	"CBL"	"CBL-OSTF1-SRC complex"
"18245"	"NOS3"	"HSP90AA1"	"NOS3-HSP90-AKT complex, VEGF induced"
"18246"	"HSP90AA1"	"AKT1"	"NOS3-HSP90-AKT complex, VEGF induced"
"18247"	"NOS3"	"AKT1"	"NOS3-HSP90-AKT complex, VEGF induced"
"18254"	"TBP"	"TAF1C"	"TBP-TAF complex"
"18255"	"TBP"	"TAF1A"	"TBP-TAF complex"
"18256"	"TBP"	"TAF1B"	"TBP-TAF complex"
"18257"	"TAF1C"	"TAF1A"	"TBP-TAF complex"
"18258"	"TAF1C"	"TAF1B"	"TBP-TAF complex"
"18259"	"TAF1B"	"TAF1A"	"TBP-TAF complex"
"18262"	"TGFBR2"	"SMAD3"	"SMAD3-TGFBR1-TGFBR2 complex"
"18264"	"TBP"	"ACTB"	"Pre-initiation complex (ACTB, POLR2A, TBP)"
"18265"	"POLR2A"	"ACTB"	"Pre-initiation complex (ACTB, POLR2A, TBP)"
"18266"	"SEMA3A"	"NRP1"	"NRP1-PLXNA1-SEMA3A complex"
"18268"	"SEMA3A"	"PLXNA1"	"NRP1-PLXNA1-SEMA3A complex"
"18269"	"CFLAR"	"BCL2L1"	"MRIT complex"
"18270"	"CFLAR"	"CASP8"	"MRIT complex"
"18271"	"CASP8"	"BCL2L1"	"MRIT complex"
"18272"	"SUMO1"	"SAE1"	"SUA1-SUMO1-UBA2 complex"
"18273"	"UBA2"	"SUMO1"	"SUA1-SUMO1-UBA2 complex"
"18274"	"UBA2"	"SAE1"	"SUA1-SUMO1-UBA2 complex"
"18275"	"MICAL1"	"CRMP1"	"CRMP-MICAL-PlexinA1 complex, induced by SEMA3A"
"18276"	"PLXNA1"	"CRMP1"	"CRMP-MICAL-PlexinA1 complex, induced by SEMA3A"
"18277"	"PLXNA1"	"MICAL1"	"CRMP-MICAL-PlexinA1 complex, induced by SEMA3A"
"18279"	"KDR"	"CDH5"	"ZO1-(beta)cadherin-(VE)cadherin-VEGFR2 complex"
"18280"	"TJP1"	"CDH5"	"ZO1-(beta)cadherin-(VE)cadherin-VEGFR2 complex"
"18281"	"KDR"	"CTNNB1"	"ZO1-(beta)cadherin-(VE)cadherin-VEGFR2 complex"
"18282"	"TJP1"	"CTNNB1"	"ZO1-(beta)cadherin-(VE)cadherin-VEGFR2 complex"
"18283"	"TJP1"	"KDR"	"ZO1-(beta)cadherin-(VE)cadherin-VEGFR2 complex"
"18284"	"FADD"	"CFLAR"	"Death induced signaling complex II (CASP8, CFLAR, FADD), cytosolic, CD95L induced"
"18287"	"FAS"	"CFLAR"	"DISC complex (FAS, FADD, CASP8, CFLAR), membrane-associated, CD95L induced"
"18296"	"NFE2L2"	"KEAP1"	"PGAM5-KEAP1-NRF2 complex"
"18297"	"PGAM5"	"KEAP1"	"PGAM5-KEAP1-NRF2 complex"
"18298"	"PGAM5"	"NFE2L2"	"PGAM5-KEAP1-NRF2 complex"
"18300"	"FADD"	"CD95"	"DISC complex (CD95, FADD, CASP8)"
"18301"	"CD95"	"CASP8"	"DISC complex (CD95, FADD, CASP8)"
"18302"	"GABRG2"	"GABRA1"	"GABA-A receptor (GABRA1, GABRB2, GABRG2)"
"18303"	"GABRB2"	"GABRA1"	"GABA-A receptor (GABRA1, GABRB2, GABRG2)"
"18304"	"GABRG2"	"GABRB2"	"GABA-A receptor (GABRA1, GABRB2, GABRG2)"
"18305"	"CASP9"	"APAF1"	"Apoptosome, 700 kDa"
"18306"	"CYCS"	"APAF1"	"Apoptosome, 700 kDa"
"18307"	"CYCS"	"CASP9"	"Apoptosome, 700 kDa"
"18308"	"RHOT2"	"PINK1"	"PINK1-RHOT2-TRAK1 complex"
"18309"	"TRAK1"	"RHOT2"	"PINK1-RHOT2-TRAK1 complex"
"18310"	"TRAK1"	"PINK1"	"PINK1-RHOT2-TRAK1 complex"
"18311"	"PRKN"	"PARK7"	"PPD complex"
"18312"	"PRKN"	"PINK1"	"PPD complex"
"18313"	"PINK1"	"PARK7"	"PPD complex"
"18318"	"LRRK2"	"HSP90AB1"	"HSP90-CDC37-LRRK2 complex"
"18319"	"LRRK2"	"CDC37"	"HSP90-CDC37-LRRK2 complex"
"18320"	"FADD"	"AK2"	"AK2-FADD-caspase-10 (AFAC10) complex"
"18321"	"CASP10"	"AK2"	"AK2-FADD-caspase-10 (AFAC10) complex"
"18322"	"FADD"	"CASP10"	"AK2-FADD-caspase-10 (AFAC10) complex"
"18325"	"FAS"	"CASP10"	"FAS-FADD-CASP8-CASP10 complex"
"18328"	"CASP8"	"CASP10"	"FAS-FADD-CASP8-CASP10 complex"
"18335"	"VDAC1"	"ESR1"	"CAV1-VDAC1-ESR1 complex"
"18336"	"ESR1"	"CAV1"	"CAV1-VDAC1-ESR1 complex"
"18337"	"VDAC1"	"CAV1"	"CAV1-VDAC1-ESR1 complex"
"18338"	"HDAC1"	"APBB1"	"APBB1-TSHZ3-HDAC1 complex"
"18339"	"TSHZ3"	"APBB1"	"APBB1-TSHZ3-HDAC1 complex"
"18340"	"TSHZ3"	"HDAC1"	"APBB1-TSHZ3-HDAC1 complex"
"18341"	"MAP2K2"	"BRAF"	"BRAF-MAP2K1-MAP2K2-YWHAE complex"
"18342"	"YWHAE"	"BRAF"	"BRAF-MAP2K1-MAP2K2-YWHAE complex"
"18343"	"MAP2K1"	"BRAF"	"BRAF-MAP2K1-MAP2K2-YWHAE complex"
"18344"	"YWHAE"	"MAP2K2"	"BRAF-MAP2K1-MAP2K2-YWHAE complex"
"18345"	"MAP2K2"	"MAP2K1"	"BRAF-MAP2K1-MAP2K2-YWHAE complex"
"18346"	"YWHAE"	"MAP2K1"	"BRAF-MAP2K1-MAP2K2-YWHAE complex"
"18347"	"YWHAE"	"RAF1"	"RAF1-MAP2K1-YWHAE complex"
"18348"	"RAF1"	"MAP2K1"	"RAF1-MAP2K1-YWHAE complex"
"18350"	"PPP2R1B"	"PPP2R1A"	"PPP2R1A-PPP2R1B-PPP2CA-PPME1-EIF4A1 complex"
"18351"	"PPP2R1A"	"EIF4A1"	"PPP2R1A-PPP2R1B-PPP2CA-PPME1-EIF4A1 complex"
"18353"	"PPP2R1A"	"PPME1"	"PPP2R1A-PPP2R1B-PPP2CA-PPME1-EIF4A1 complex"
"18354"	"PPP2R1B"	"EIF4A1"	"PPP2R1A-PPP2R1B-PPP2CA-PPME1-EIF4A1 complex"
"18355"	"PPP2R1B"	"PPP2CA"	"PPP2R1A-PPP2R1B-PPP2CA-PPME1-EIF4A1 complex"
"18356"	"PPP2R1B"	"PPME1"	"PPP2R1A-PPP2R1B-PPP2CA-PPME1-EIF4A1 complex"
"18357"	"PPP2CA"	"EIF4A1"	"PPP2R1A-PPP2R1B-PPP2CA-PPME1-EIF4A1 complex"
"18358"	"PPME1"	"EIF4A1"	"PPP2R1A-PPP2R1B-PPP2CA-PPME1-EIF4A1 complex"
"18359"	"PPP2CA"	"PPME1"	"PPP2R1A-PPP2R1B-PPP2CA-PPME1-EIF4A1 complex"
"18360"	"RAF1"	"BRAF"	"MAP2K1-BRAF-RAF1-YWHAE-KSR1 complex"
"18363"	"RAF1"	"KSR1"	"MAP2K1-BRAF-RAF1-YWHAE-KSR1 complex"
"18366"	"KSR1"	"BRAF"	"MAP2K1-BRAF-RAF1-YWHAE-KSR1 complex"
"18368"	"YWHAE"	"KSR1"	"MAP2K1-BRAF-RAF1-YWHAE-KSR1 complex"
"18369"	"MAP2K1"	"KSR1"	"MAP2K1-BRAF-RAF1-YWHAE-KSR1 complex"
"18371"	"YWHAZ"	"RAF1"	"BRAF-RAF1-14-3-3 complex"
"18372"	"YWHAZ"	"BRAF"	"BRAF-RAF1-14-3-3 complex"
"18379"	"SRC"	"RAF1"	"CNK1-SRC-RAF1 complex"
"18380"	"RAF1"	"CNKSR1"	"CNK1-SRC-RAF1 complex"
"18381"	"SRC"	"CNKSR1"	"CNK1-SRC-RAF1 complex"
"18382"	"TMED10"	"PSEN1"	"Gamma-secretase complex (APH1A, PSENEN, PSEN1, NCSTN, TMP21)"
"18383"	"TMED10"	"NCSTN"	"Gamma-secretase complex (APH1A, PSENEN, PSEN1, NCSTN, TMP21)"
"18384"	"TMED10"	"APH1A"	"Gamma-secretase complex (APH1A, PSENEN, PSEN1, NCSTN, TMP21)"
"18385"	"TMED10"	"PSENEN"	"Gamma-secretase complex (APH1A, PSENEN, PSEN1, NCSTN, TMP21)"
"18393"	"STUB1"	"HSP90AB1"	"LRRK2-CHIP-HSP90 complex"
"18394"	"STUB1"	"LRRK2"	"LRRK2-CHIP-HSP90 complex"
"18396"	"LRRK2"	"FADD"	"LRRK2-FADD-CASP8 complex"
"18397"	"LRRK2"	"CASP8"	"LRRK2-FADD-CASP8 complex"
"18398"	"MAPT"	"HSPA8"	"STUB1-HSPA8-MAPT-UBE2D2 complex"
"18399"	"UBE2D2"	"MAPT"	"STUB1-HSPA8-MAPT-UBE2D2 complex"
"18400"	"STUB1"	"MAPT"	"STUB1-HSPA8-MAPT-UBE2D2 complex"
"18401"	"UBE2D2"	"HSPA8"	"STUB1-HSPA8-MAPT-UBE2D2 complex"
"18402"	"STUB1"	"HSPA8"	"STUB1-HSPA8-MAPT-UBE2D2 complex"
"18403"	"UBE2D2"	"STUB1"	"STUB1-HSPA8-MAPT-UBE2D2 complex"
"18404"	"DYNLL1"	"DYNC1I1"	"Dynein complex"
"18405"	"DYNC1I1"	"DYNC1H1"	"Dynein complex"
"18406"	"DYNC1LI1"	"DYNC1I1"	"Dynein complex"
"18407"	"DYNLL1"	"DYNC1H1"	"Dynein complex"
"18408"	"DYNLL1"	"DYNC1LI1"	"Dynein complex"
"18409"	"DYNC1LI1"	"DYNC1H1"	"Dynein complex"
"18411"	"DYNC1I1"	"DCTN1"	"Dynein-dynactin complex"
"18414"	"DYNLL1"	"DCTN1"	"Dynein-dynactin complex"
"18417"	"DYNC1H1"	"DCTN1"	"Dynein-dynactin complex"
"18418"	"DYNC1LI1"	"DCTN1"	"Dynein-dynactin complex"
"18420"	"FEZ1"	"ACTG1"	"DISC-FEZ1-F-actin complex"
"18421"	"DISC1"	"ACTG1"	"DISC-FEZ1-F-actin complex"
"18422"	"FEZ1"	"DISC1"	"DISC-FEZ1-F-actin complex"
"18423"	"HSPA8"	"BAG3"	"BAG3-HSC70-HSPB8-CHIP complex"
"18424"	"HSPB8"	"BAG3"	"BAG3-HSC70-HSPB8-CHIP complex"
"18425"	"STUB1"	"BAG3"	"BAG3-HSC70-HSPB8-CHIP complex"
"18426"	"HSPB8"	"HSPA8"	"BAG3-HSC70-HSPB8-CHIP complex"
"18428"	"STUB1"	"HSPB8"	"BAG3-HSC70-HSPB8-CHIP complex"
"18429"	"STRADA"	"STK11"	"LKB1-STRAD-MO25 complex"
"18430"	"STK11"	"CAB39"	"LKB1-STRAD-MO25 complex"
"18431"	"STRADA"	"CAB39"	"LKB1-STRAD-MO25 complex"
"18432"	"TRA2B"	"SRSF9"	"TRA2B1-SRSF9-SRSF6 complex"
"18433"	"TRA2B"	"SRSF6"	"TRA2B1-SRSF9-SRSF6 complex"
"18434"	"SRSF9"	"SRSF6"	"TRA2B1-SRSF9-SRSF6 complex"
"18435"	"TEN1"	"CTC1"	"CST complex"
"18436"	"STN1"	"CTC1"	"CST complex"
"18437"	"TEN1"	"STN1"	"CST complex"
"18438"	"CTTN"	"ABL1"	"c-Abl-cortactin-nmMLCK complex"
"18439"	"MYLK"	"ABL1"	"c-Abl-cortactin-nmMLCK complex"
"18440"	"MYLK"	"CTTN"	"c-Abl-cortactin-nmMLCK complex"
"18441"	"HSPA2"	"ACE"	"ACR-HSPA2-PDIA6 complex"
"18442"	"PDIA6"	"ACE"	"ACR-HSPA2-PDIA6 complex"
"18443"	"PDIA6"	"HSPA2"	"ACR-HSPA2-PDIA6 complex"
"18444"	"SLC2A4"	"CLTC"	"ACAP1-CLTC-SLC2A4 complex"
"18445"	"SLC2A4"	"ACAP1"	"ACAP1-CLTC-SLC2A4 complex"
"18446"	"CLTC"	"ACAP1"	"ACAP1-CLTC-SLC2A4 complex"
"18447"	"HGS"	"ACTN4"	"CART complex"
"18448"	"TRIM3"	"HGS"	"CART complex"
"18449"	"MYO5B"	"HGS"	"CART complex"
"18450"	"TRIM3"	"ACTN4"	"CART complex"
"18451"	"MYO5B"	"ACTN4"	"CART complex"
"18452"	"TRIM3"	"MYO5B"	"CART complex"
"18453"	"ELL2"	"CCNT1"	"AFF4 super elongation complex (SEC)"
"18454"	"ELL2"	"CCNT2"	"AFF4 super elongation complex (SEC)"
"18455"	"MLLT3"	"ELL2"	"AFF4 super elongation complex (SEC)"
"18456"	"ELL2"	"CDK9"	"AFF4 super elongation complex (SEC)"
