"V1"	"V2"	"complex"
"5816"	"CCT7"	"CCT2"	"chaperonin-containing T-complex"
"5817"	"CCT6B"	"CCT2"	"chaperonin-containing T-complex"
"5818"	"CCT8L2"	"CCT2"	"chaperonin-containing T-complex"
"5819"	"CCT8"	"CCT2"	"chaperonin-containing T-complex"
"5820"	"CCT4"	"CCT2"	"chaperonin-containing T-complex"
"5821"	"TCP1"	"CCT6A"	"chaperonin-containing T-complex"
"5822"	"TCP1"	"CCT3"	"chaperonin-containing T-complex"
"5823"	"TCP1"	"CCT7"	"chaperonin-containing T-complex"
"5824"	"TCP1"	"CCT6B"	"chaperonin-containing T-complex"
"5825"	"TCP1"	"CCT8L2"	"chaperonin-containing T-complex"
"5826"	"TCP1"	"CCT8"	"chaperonin-containing T-complex"
"5827"	"TCP1"	"CCT4"	"chaperonin-containing T-complex"
"5828"	"CCT6A"	"CCT3"	"chaperonin-containing T-complex"
"5829"	"CCT7"	"CCT6A"	"chaperonin-containing T-complex"
"5830"	"CCT6B"	"CCT6A"	"chaperonin-containing T-complex"
"5831"	"CCT8L2"	"CCT6A"	"chaperonin-containing T-complex"
"5832"	"CCT8"	"CCT6A"	"chaperonin-containing T-complex"
"5833"	"CCT6A"	"CCT4"	"chaperonin-containing T-complex"
"5834"	"CCT7"	"CCT3"	"chaperonin-containing T-complex"
"5835"	"CCT6B"	"CCT3"	"chaperonin-containing T-complex"
"5836"	"CCT8L2"	"CCT3"	"chaperonin-containing T-complex"
"5837"	"CCT8"	"CCT3"	"chaperonin-containing T-complex"
"5838"	"CCT4"	"CCT3"	"chaperonin-containing T-complex"
"5839"	"CCT7"	"CCT6B"	"chaperonin-containing T-complex"
"5840"	"CCT8L2"	"CCT7"	"chaperonin-containing T-complex"
"5841"	"CCT8"	"CCT7"	"chaperonin-containing T-complex"
"5842"	"CCT7"	"CCT4"	"chaperonin-containing T-complex"
"5843"	"CCT8L2"	"CCT6B"	"chaperonin-containing T-complex"
"5844"	"CCT8"	"CCT6B"	"chaperonin-containing T-complex"
"5845"	"CCT6B"	"CCT4"	"chaperonin-containing T-complex"
"5846"	"CCT8L2"	"CCT8"	"chaperonin-containing T-complex"
"5847"	"CCT8L2"	"CCT4"	"chaperonin-containing T-complex"
"5848"	"CCT8"	"CCT4"	"chaperonin-containing T-complex"
"5849"	"AP2M1"	"AP1M2"	"AP-1 adaptor complex"
"5850"	"AP2M1"	"AP1S2"	"AP-1 adaptor complex"
"5851"	"AP2M1"	"AP1M1"	"AP-1 adaptor complex"
"5852"	"AP2M1"	"AP2B1"	"AP-1 adaptor complex"
"5853"	"AP2M1"	"AP1S1"	"AP-1 adaptor complex"
"5854"	"AP2M1"	"AP1G2"	"AP-1 adaptor complex"
"5855"	"AP2M1"	"AP1S3"	"AP-1 adaptor complex"
"5856"	"AP2M1"	"AP1B1"	"AP-1 adaptor complex"
"5857"	"AP2M1"	"AP1G1"	"AP-1 adaptor complex"
"5858"	"AP1S2"	"AP1M2"	"AP-1 adaptor complex"
"5859"	"AP1M2"	"AP1M1"	"AP-1 adaptor complex"
"5860"	"AP2B1"	"AP1M2"	"AP-1 adaptor complex"
"5861"	"AP1S1"	"AP1M2"	"AP-1 adaptor complex"
"5862"	"AP1M2"	"AP1G2"	"AP-1 adaptor complex"
"5863"	"AP1S3"	"AP1M2"	"AP-1 adaptor complex"
"5864"	"AP1M2"	"AP1B1"	"AP-1 adaptor complex"
"5865"	"AP1M2"	"AP1G1"	"AP-1 adaptor complex"
"5866"	"AP1S2"	"AP1M1"	"AP-1 adaptor complex"
"5867"	"AP2B1"	"AP1S2"	"AP-1 adaptor complex"
"5868"	"AP1S2"	"AP1S1"	"AP-1 adaptor complex"
"5869"	"AP1S2"	"AP1G2"	"AP-1 adaptor complex"
"5870"	"AP1S3"	"AP1S2"	"AP-1 adaptor complex"
"5871"	"AP1S2"	"AP1B1"	"AP-1 adaptor complex"
"5872"	"AP1S2"	"AP1G1"	"AP-1 adaptor complex"
"5873"	"AP2B1"	"AP1M1"	"AP-1 adaptor complex"
"5874"	"AP1S1"	"AP1M1"	"AP-1 adaptor complex"
"5875"	"AP1M1"	"AP1G2"	"AP-1 adaptor complex"
"5876"	"AP1S3"	"AP1M1"	"AP-1 adaptor complex"
"5877"	"AP1M1"	"AP1B1"	"AP-1 adaptor complex"
"5878"	"AP1M1"	"AP1G1"	"AP-1 adaptor complex"
"5879"	"AP2B1"	"AP1S1"	"AP-1 adaptor complex"
"5880"	"AP2B1"	"AP1G2"	"AP-1 adaptor complex"
"5881"	"AP2B1"	"AP1S3"	"AP-1 adaptor complex"
"5882"	"AP2B1"	"AP1B1"	"AP-1 adaptor complex"
"5883"	"AP2B1"	"AP1G1"	"AP-1 adaptor complex"
"5884"	"AP1S1"	"AP1G2"	"AP-1 adaptor complex"
"5885"	"AP1S3"	"AP1S1"	"AP-1 adaptor complex"
"5886"	"AP1S1"	"AP1B1"	"AP-1 adaptor complex"
"5887"	"AP1S1"	"AP1G1"	"AP-1 adaptor complex"
"5888"	"AP1S3"	"AP1G2"	"AP-1 adaptor complex"
"5889"	"AP1G2"	"AP1B1"	"AP-1 adaptor complex"
"5890"	"AP1G2"	"AP1G1"	"AP-1 adaptor complex"
"5891"	"AP1S3"	"AP1B1"	"AP-1 adaptor complex"
"5892"	"AP1S3"	"AP1G1"	"AP-1 adaptor complex"
"5893"	"AP1G1"	"AP1B1"	"AP-1 adaptor complex"
"5894"	"PTGS2"	"GRB2"	"actin cytoskeleton-regulatory complex, Pan1p/Sla1p/End3p complex"
"5895"	"GRB2"	"GRAP"	"actin cytoskeleton-regulatory complex, Pan1p/Sla1p/End3p complex"
"5896"	"REPS2"	"GRB2"	"actin cytoskeleton-regulatory complex, Pan1p/Sla1p/End3p complex"
"5897"	"SLA2"	"GRB2"	"actin cytoskeleton-regulatory complex, Pan1p/Sla1p/End3p complex"
"5898"	"GRB2"	"EHD2"	"actin cytoskeleton-regulatory complex, Pan1p/Sla1p/End3p complex"
"5899"	"GRB2"	"GRAP2"	"actin cytoskeleton-regulatory complex, Pan1p/Sla1p/End3p complex"
"5900"	"SLA"	"GRB2"	"actin cytoskeleton-regulatory complex, Pan1p/Sla1p/End3p complex"
"5901"	"ITSN2"	"GRB2"	"actin cytoskeleton-regulatory complex, Pan1p/Sla1p/End3p complex"
"5902"	"SCN10A"	"GRB2"	"actin cytoskeleton-regulatory complex, Pan1p/Sla1p/End3p complex"
"5903"	"PTGS2"	"GRAP"	"actin cytoskeleton-regulatory complex, Pan1p/Sla1p/End3p complex"
"5904"	"REPS2"	"PTGS2"	"actin cytoskeleton-regulatory complex, Pan1p/Sla1p/End3p complex"
"5905"	"SLA2"	"PTGS2"	"actin cytoskeleton-regulatory complex, Pan1p/Sla1p/End3p complex"
"5906"	"PTGS2"	"EHD2"	"actin cytoskeleton-regulatory complex, Pan1p/Sla1p/End3p complex"
"5907"	"PTGS2"	"GRAP2"	"actin cytoskeleton-regulatory complex, Pan1p/Sla1p/End3p complex"
"5908"	"SLA"	"PTGS2"	"actin cytoskeleton-regulatory complex, Pan1p/Sla1p/End3p complex"
"5909"	"PTGS2"	"ITSN2"	"actin cytoskeleton-regulatory complex, Pan1p/Sla1p/End3p complex"
"5910"	"SCN10A"	"PTGS2"	"actin cytoskeleton-regulatory complex, Pan1p/Sla1p/End3p complex"
"5911"	"REPS2"	"GRAP"	"actin cytoskeleton-regulatory complex, Pan1p/Sla1p/End3p complex"
"5912"	"SLA2"	"GRAP"	"actin cytoskeleton-regulatory complex, Pan1p/Sla1p/End3p complex"
"5913"	"GRAP"	"EHD2"	"actin cytoskeleton-regulatory complex, Pan1p/Sla1p/End3p complex"
"5914"	"GRAP2"	"GRAP"	"actin cytoskeleton-regulatory complex, Pan1p/Sla1p/End3p complex"
"5915"	"SLA"	"GRAP"	"actin cytoskeleton-regulatory complex, Pan1p/Sla1p/End3p complex"
"5916"	"ITSN2"	"GRAP"	"actin cytoskeleton-regulatory complex, Pan1p/Sla1p/End3p complex"
"5917"	"SCN10A"	"GRAP"	"actin cytoskeleton-regulatory complex, Pan1p/Sla1p/End3p complex"
"5918"	"SLA2"	"REPS2"	"actin cytoskeleton-regulatory complex, Pan1p/Sla1p/End3p complex"
"5919"	"REPS2"	"EHD2"	"actin cytoskeleton-regulatory complex, Pan1p/Sla1p/End3p complex"
"5920"	"REPS2"	"GRAP2"	"actin cytoskeleton-regulatory complex, Pan1p/Sla1p/End3p complex"
"5921"	"SLA"	"REPS2"	"actin cytoskeleton-regulatory complex, Pan1p/Sla1p/End3p complex"
"5922"	"REPS2"	"ITSN2"	"actin cytoskeleton-regulatory complex, Pan1p/Sla1p/End3p complex"
"5923"	"SCN10A"	"REPS2"	"actin cytoskeleton-regulatory complex, Pan1p/Sla1p/End3p complex"
"5924"	"SLA2"	"EHD2"	"actin cytoskeleton-regulatory complex, Pan1p/Sla1p/End3p complex"
"5925"	"SLA2"	"GRAP2"	"actin cytoskeleton-regulatory complex, Pan1p/Sla1p/End3p complex"
"5926"	"SLA2"	"SLA"	"actin cytoskeleton-regulatory complex, Pan1p/Sla1p/End3p complex"
"5927"	"SLA2"	"ITSN2"	"actin cytoskeleton-regulatory complex, Pan1p/Sla1p/End3p complex"
"5928"	"SLA2"	"SCN10A"	"actin cytoskeleton-regulatory complex, Pan1p/Sla1p/End3p complex"
"5929"	"GRAP2"	"EHD2"	"actin cytoskeleton-regulatory complex, Pan1p/Sla1p/End3p complex"
"5930"	"SLA"	"EHD2"	"actin cytoskeleton-regulatory complex, Pan1p/Sla1p/End3p complex"
"5931"	"ITSN2"	"EHD2"	"actin cytoskeleton-regulatory complex, Pan1p/Sla1p/End3p complex"
"5932"	"SCN10A"	"EHD2"	"actin cytoskeleton-regulatory complex, Pan1p/Sla1p/End3p complex"
"5933"	"SLA"	"GRAP2"	"actin cytoskeleton-regulatory complex, Pan1p/Sla1p/End3p complex"
"5934"	"ITSN2"	"GRAP2"	"actin cytoskeleton-regulatory complex, Pan1p/Sla1p/End3p complex"
"5935"	"SCN10A"	"GRAP2"	"actin cytoskeleton-regulatory complex, Pan1p/Sla1p/End3p complex"
"5936"	"SLA"	"ITSN2"	"actin cytoskeleton-regulatory complex, Pan1p/Sla1p/End3p complex"
"5937"	"SLA"	"SCN10A"	"actin cytoskeleton-regulatory complex, Pan1p/Sla1p/End3p complex"
"5938"	"SCN10A"	"ITSN2"	"actin cytoskeleton-regulatory complex, Pan1p/Sla1p/End3p complex"
"5939"	"TRAPPC3L"	"TRAPPC3"	"TRAPP complex"
"5940"	"TRAPPC3L"	"TRAPPC10"	"TRAPP complex"
"5941"	"TRAPPC3L"	"TRAPPC1"	"TRAPP complex"
"5942"	"TRAPPC4"	"TRAPPC3L"	"TRAPP complex"
"5943"	"TRAPPC5"	"TRAPPC3L"	"TRAPP complex"
"5944"	"TRAPPC8"	"TRAPPC3L"	"TRAPP complex"
"5945"	"TRAPPC3L"	"TRAPPC2"	"TRAPP complex"
"5946"	"TRAPPC6B"	"TRAPPC3L"	"TRAPP complex"
"5947"	"TRAPPC6A"	"TRAPPC3L"	"TRAPP complex"
"5948"	"TRAPPC3"	"TRAPPC10"	"TRAPP complex"
"5949"	"TRAPPC3"	"TRAPPC1"	"TRAPP complex"
"5950"	"TRAPPC4"	"TRAPPC3"	"TRAPP complex"
"5951"	"TRAPPC5"	"TRAPPC3"	"TRAPP complex"
"5952"	"TRAPPC8"	"TRAPPC3"	"TRAPP complex"
"5953"	"TRAPPC3"	"TRAPPC2"	"TRAPP complex"
"5954"	"TRAPPC6B"	"TRAPPC3"	"TRAPP complex"
"5955"	"TRAPPC6A"	"TRAPPC3"	"TRAPP complex"
"5956"	"TRAPPC10"	"TRAPPC1"	"TRAPP complex"
"5957"	"TRAPPC4"	"TRAPPC10"	"TRAPP complex"
"5958"	"TRAPPC5"	"TRAPPC10"	"TRAPP complex"
"5959"	"TRAPPC8"	"TRAPPC10"	"TRAPP complex"
"5960"	"TRAPPC2"	"TRAPPC10"	"TRAPP complex"
"5961"	"TRAPPC6B"	"TRAPPC10"	"TRAPP complex"
"5962"	"TRAPPC6A"	"TRAPPC10"	"TRAPP complex"
"5963"	"TRAPPC4"	"TRAPPC1"	"TRAPP complex"
"5964"	"TRAPPC5"	"TRAPPC1"	"TRAPP complex"
"5965"	"TRAPPC8"	"TRAPPC1"	"TRAPP complex"
"5966"	"TRAPPC2"	"TRAPPC1"	"TRAPP complex"
"5967"	"TRAPPC6B"	"TRAPPC1"	"TRAPP complex"
"5968"	"TRAPPC6A"	"TRAPPC1"	"TRAPP complex"
"5969"	"TRAPPC5"	"TRAPPC4"	"TRAPP complex"
"5970"	"TRAPPC8"	"TRAPPC4"	"TRAPP complex"
"5971"	"TRAPPC4"	"TRAPPC2"	"TRAPP complex"
"5972"	"TRAPPC6B"	"TRAPPC4"	"TRAPP complex"
"5973"	"TRAPPC6A"	"TRAPPC4"	"TRAPP complex"
"5974"	"TRAPPC8"	"TRAPPC5"	"TRAPP complex"
"5975"	"TRAPPC5"	"TRAPPC2"	"TRAPP complex"
"5976"	"TRAPPC6B"	"TRAPPC5"	"TRAPP complex"
"5977"	"TRAPPC6A"	"TRAPPC5"	"TRAPP complex"
"5978"	"TRAPPC8"	"TRAPPC2"	"TRAPP complex"
"5979"	"TRAPPC8"	"TRAPPC6B"	"TRAPP complex"
"5980"	"TRAPPC8"	"TRAPPC6A"	"TRAPP complex"
"5981"	"TRAPPC6B"	"TRAPPC2"	"TRAPP complex"
"5982"	"TRAPPC6A"	"TRAPPC2"	"TRAPP complex"
"5983"	"TRAPPC6B"	"TRAPPC6A"	"TRAPP complex"
"5984"	"EIF3C"	"EIF2S2"	"multi-eIF complex"
"5985"	"EIF3I"	"EIF2S2"	"multi-eIF complex"
"5986"	"EIF2S3"	"EIF2S2"	"multi-eIF complex"
"5987"	"EIF2S2"	"EIF1"	"multi-eIF complex"
"5988"	"EIF2S2"	"EIF2S1"	"multi-eIF complex"
"5989"	"EIF3B"	"EIF2S2"	"multi-eIF complex"
"5990"	"EIF3CL"	"EIF2S2"	"multi-eIF complex"
"5991"	"EIF5"	"EIF2S2"	"multi-eIF complex"
"5992"	"EIF2S2"	"EIF1B"	"multi-eIF complex"
"5994"	"EIF3C"	"EIF2S3"	"multi-eIF complex"
"5995"	"EIF3C"	"EIF1"	"multi-eIF complex"
"5996"	"EIF3C"	"EIF2S1"	"multi-eIF complex"
"5999"	"EIF5"	"EIF3C"	"multi-eIF complex"
"6000"	"EIF3C"	"EIF1B"	"multi-eIF complex"
"6001"	"EIF3I"	"EIF2S3"	"multi-eIF complex"
"6002"	"EIF3I"	"EIF1"	"multi-eIF complex"
"6003"	"EIF3I"	"EIF2S1"	"multi-eIF complex"
"6006"	"EIF5"	"EIF3I"	"multi-eIF complex"
"6007"	"EIF3I"	"EIF1B"	"multi-eIF complex"
"6008"	"EIF2S3"	"EIF1"	"multi-eIF complex"
"6009"	"EIF2S3"	"EIF2S1"	"multi-eIF complex"
"6010"	"EIF3B"	"EIF2S3"	"multi-eIF complex"
"6011"	"EIF3CL"	"EIF2S3"	"multi-eIF complex"
"6012"	"EIF5"	"EIF2S3"	"multi-eIF complex"
"6013"	"EIF2S3"	"EIF1B"	"multi-eIF complex"
"6014"	"EIF2S1"	"EIF1"	"multi-eIF complex"
"6015"	"EIF3B"	"EIF1"	"multi-eIF complex"
"6016"	"EIF3CL"	"EIF1"	"multi-eIF complex"
"6017"	"EIF5"	"EIF1"	"multi-eIF complex"
"6018"	"EIF1B"	"EIF1"	"multi-eIF complex"
"6019"	"EIF3B"	"EIF2S1"	"multi-eIF complex"
"6020"	"EIF3CL"	"EIF2S1"	"multi-eIF complex"
"6021"	"EIF5"	"EIF2S1"	"multi-eIF complex"
"6022"	"EIF2S1"	"EIF1B"	"multi-eIF complex"
"6024"	"EIF5"	"EIF3B"	"multi-eIF complex"
"6025"	"EIF3B"	"EIF1B"	"multi-eIF complex"
"6026"	"EIF5"	"EIF3CL"	"multi-eIF complex"
"6027"	"EIF3CL"	"EIF1B"	"multi-eIF complex"
"6028"	"EIF5"	"EIF1B"	"multi-eIF complex"
"6029"	"SOS2"	"HCFC1"	"Kel1p/Kel2p/Lte1p complex"
"6030"	"KLHDC9"	"HCFC1"	"Kel1p/Kel2p/Lte1p complex"
"6031"	"MYH8"	"HCFC1"	"Kel1p/Kel2p/Lte1p complex"
"6032"	"PLCE1"	"HCFC1"	"Kel1p/Kel2p/Lte1p complex"
"6033"	"HCFC2"	"HCFC1"	"Kel1p/Kel2p/Lte1p complex"
"6034"	"KLHDC10"	"HCFC1"	"Kel1p/Kel2p/Lte1p complex"
"6035"	"KLHL8"	"HCFC1"	"Kel1p/Kel2p/Lte1p complex"
"6036"	"KLHDC3"	"HCFC1"	"Kel1p/Kel2p/Lte1p complex"
"6037"	"RABEPK"	"HCFC1"	"Kel1p/Kel2p/Lte1p complex"
"6038"	"SOS2"	"KLHDC9"	"Kel1p/Kel2p/Lte1p complex"
"6039"	"SOS2"	"MYH8"	"Kel1p/Kel2p/Lte1p complex"
"6040"	"SOS2"	"PLCE1"	"Kel1p/Kel2p/Lte1p complex"
"6041"	"SOS2"	"HCFC2"	"Kel1p/Kel2p/Lte1p complex"
"6042"	"SOS2"	"KLHDC10"	"Kel1p/Kel2p/Lte1p complex"
"6043"	"SOS2"	"KLHL8"	"Kel1p/Kel2p/Lte1p complex"
"6044"	"SOS2"	"KLHDC3"	"Kel1p/Kel2p/Lte1p complex"
"6045"	"SOS2"	"RABEPK"	"Kel1p/Kel2p/Lte1p complex"
"6046"	"MYH8"	"KLHDC9"	"Kel1p/Kel2p/Lte1p complex"
"6047"	"PLCE1"	"KLHDC9"	"Kel1p/Kel2p/Lte1p complex"
"6048"	"KLHDC9"	"HCFC2"	"Kel1p/Kel2p/Lte1p complex"
"6049"	"KLHDC9"	"KLHDC10"	"Kel1p/Kel2p/Lte1p complex"
"6050"	"KLHL8"	"KLHDC9"	"Kel1p/Kel2p/Lte1p complex"
"6051"	"KLHDC9"	"KLHDC3"	"Kel1p/Kel2p/Lte1p complex"
"6052"	"RABEPK"	"KLHDC9"	"Kel1p/Kel2p/Lte1p complex"
"6053"	"PLCE1"	"MYH8"	"Kel1p/Kel2p/Lte1p complex"
"6054"	"MYH8"	"HCFC2"	"Kel1p/Kel2p/Lte1p complex"
"6055"	"MYH8"	"KLHDC10"	"Kel1p/Kel2p/Lte1p complex"
"6056"	"MYH8"	"KLHL8"	"Kel1p/Kel2p/Lte1p complex"
"6057"	"MYH8"	"KLHDC3"	"Kel1p/Kel2p/Lte1p complex"
"6058"	"RABEPK"	"MYH8"	"Kel1p/Kel2p/Lte1p complex"
"6059"	"PLCE1"	"HCFC2"	"Kel1p/Kel2p/Lte1p complex"
"6060"	"PLCE1"	"KLHDC10"	"Kel1p/Kel2p/Lte1p complex"
"6061"	"PLCE1"	"KLHL8"	"Kel1p/Kel2p/Lte1p complex"
"6062"	"PLCE1"	"KLHDC3"	"Kel1p/Kel2p/Lte1p complex"
"6063"	"RABEPK"	"PLCE1"	"Kel1p/Kel2p/Lte1p complex"
"6064"	"KLHDC10"	"HCFC2"	"Kel1p/Kel2p/Lte1p complex"
"6065"	"KLHL8"	"HCFC2"	"Kel1p/Kel2p/Lte1p complex"
"6066"	"KLHDC3"	"HCFC2"	"Kel1p/Kel2p/Lte1p complex"
"6067"	"RABEPK"	"HCFC2"	"Kel1p/Kel2p/Lte1p complex"
"6068"	"KLHL8"	"KLHDC10"	"Kel1p/Kel2p/Lte1p complex"
"6069"	"KLHDC3"	"KLHDC10"	"Kel1p/Kel2p/Lte1p complex"
"6070"	"RABEPK"	"KLHDC10"	"Kel1p/Kel2p/Lte1p complex"
"6071"	"KLHL8"	"KLHDC3"	"Kel1p/Kel2p/Lte1p complex"
"6072"	"RABEPK"	"KLHL8"	"Kel1p/Kel2p/Lte1p complex"
"6073"	"RABEPK"	"KLHDC3"	"Kel1p/Kel2p/Lte1p complex"
"6074"	"MOB2"	"MOB1B"	"Mob1p/Dbf2p complex"
"6075"	"MOB3B"	"MOB2"	"Mob1p/Dbf2p complex"
"6076"	"STK38"	"MOB2"	"Mob1p/Dbf2p complex"
"6077"	"ROCK1"	"MOB2"	"Mob1p/Dbf2p complex"
"6078"	"MOB2"	"MOB1A"	"Mob1p/Dbf2p complex"
"6079"	"MOB2"	"MAST4"	"Mob1p/Dbf2p complex"
"6080"	"MOB3C"	"MOB2"	"Mob1p/Dbf2p complex"
"6081"	"MOB3A"	"MOB2"	"Mob1p/Dbf2p complex"
"6082"	"MOB2"	"DMPK"	"Mob1p/Dbf2p complex"
"6083"	"MOB3B"	"MOB1B"	"Mob1p/Dbf2p complex"
"6084"	"STK38"	"MOB1B"	"Mob1p/Dbf2p complex"
"6085"	"ROCK1"	"MOB1B"	"Mob1p/Dbf2p complex"
"6086"	"MOB1B"	"MOB1A"	"Mob1p/Dbf2p complex"
"6087"	"MOB1B"	"MAST4"	"Mob1p/Dbf2p complex"
"6088"	"MOB3C"	"MOB1B"	"Mob1p/Dbf2p complex"
"6089"	"MOB3A"	"MOB1B"	"Mob1p/Dbf2p complex"
"6090"	"MOB1B"	"DMPK"	"Mob1p/Dbf2p complex"
"6091"	"STK38"	"MOB3B"	"Mob1p/Dbf2p complex"
"6092"	"ROCK1"	"MOB3B"	"Mob1p/Dbf2p complex"
"6093"	"MOB3B"	"MOB1A"	"Mob1p/Dbf2p complex"
"6094"	"MOB3B"	"MAST4"	"Mob1p/Dbf2p complex"
"6095"	"MOB3C"	"MOB3B"	"Mob1p/Dbf2p complex"
"6096"	"MOB3B"	"MOB3A"	"Mob1p/Dbf2p complex"
"6097"	"MOB3B"	"DMPK"	"Mob1p/Dbf2p complex"
"6098"	"STK38"	"ROCK1"	"Mob1p/Dbf2p complex"
"6099"	"STK38"	"MOB1A"	"Mob1p/Dbf2p complex"
"6100"	"STK38"	"MAST4"	"Mob1p/Dbf2p complex"
"6101"	"STK38"	"MOB3C"	"Mob1p/Dbf2p complex"
"6102"	"STK38"	"MOB3A"	"Mob1p/Dbf2p complex"
"6103"	"STK38"	"DMPK"	"Mob1p/Dbf2p complex"
"6104"	"ROCK1"	"MOB1A"	"Mob1p/Dbf2p complex"
"6105"	"ROCK1"	"MAST4"	"Mob1p/Dbf2p complex"
"6106"	"ROCK1"	"MOB3C"	"Mob1p/Dbf2p complex"
"6107"	"ROCK1"	"MOB3A"	"Mob1p/Dbf2p complex"
"6108"	"ROCK1"	"DMPK"	"Mob1p/Dbf2p complex"
"6109"	"MOB1A"	"MAST4"	"Mob1p/Dbf2p complex"
"6110"	"MOB3C"	"MOB1A"	"Mob1p/Dbf2p complex"
"6111"	"MOB3A"	"MOB1A"	"Mob1p/Dbf2p complex"
"6112"	"MOB1A"	"DMPK"	"Mob1p/Dbf2p complex"
"6113"	"MOB3C"	"MAST4"	"Mob1p/Dbf2p complex"
"6114"	"MOB3A"	"MAST4"	"Mob1p/Dbf2p complex"
"6115"	"MAST4"	"DMPK"	"Mob1p/Dbf2p complex"
"6116"	"MOB3C"	"MOB3A"	"Mob1p/Dbf2p complex"
"6117"	"MOB3C"	"DMPK"	"Mob1p/Dbf2p complex"
"6118"	"MOB3A"	"DMPK"	"Mob1p/Dbf2p complex"
"6119"	"TRIM33"	"CREBBP"	"GST-Smad3"
"6121"	"NCOR2"	"CREBBP"	"GST-Smad3"
"6122"	"SMARCC1"	"CREBBP"	"GST-Smad3"
"6123"	"SMARCA4"	"CREBBP"	"GST-Smad3"
"6124"	"ERBIN"	"CREBBP"	"GST-Smad3"
"6125"	"NCOR1"	"CREBBP"	"GST-Smad3"
"6126"	"SMARCC2"	"CREBBP"	"GST-Smad3"
"6127"	"CREBBP"	"ARID1B"	"GST-Smad3"
"6128"	"TRIM33"	"NCOA3"	"GST-Smad3"
"6129"	"TRIM33"	"NCOR2"	"GST-Smad3"
"6130"	"TRIM33"	"SMARCC1"	"GST-Smad3"
"6131"	"TRIM33"	"SMARCA4"	"GST-Smad3"
"6132"	"TRIM33"	"ERBIN"	"GST-Smad3"
"6133"	"TRIM33"	"NCOR1"	"GST-Smad3"
"6134"	"TRIM33"	"SMARCC2"	"GST-Smad3"
"6135"	"TRIM33"	"ARID1B"	"GST-Smad3"
"6136"	"NCOR2"	"NCOA3"	"GST-Smad3"
"6137"	"SMARCC1"	"NCOA3"	"GST-Smad3"
"6138"	"SMARCA4"	"NCOA3"	"GST-Smad3"
"6139"	"NCOA3"	"ERBIN"	"GST-Smad3"
"6140"	"NCOR1"	"NCOA3"	"GST-Smad3"
"6141"	"SMARCC2"	"NCOA3"	"GST-Smad3"
"6142"	"NCOA3"	"ARID1B"	"GST-Smad3"
"6143"	"SMARCC1"	"NCOR2"	"GST-Smad3"
"6144"	"SMARCA4"	"NCOR2"	"GST-Smad3"
"6145"	"NCOR2"	"ERBIN"	"GST-Smad3"
"6147"	"SMARCC2"	"NCOR2"	"GST-Smad3"
"6148"	"NCOR2"	"ARID1B"	"GST-Smad3"
"6150"	"SMARCC1"	"ERBIN"	"GST-Smad3"
"6151"	"SMARCC1"	"NCOR1"	"GST-Smad3"
"6154"	"SMARCA4"	"ERBIN"	"GST-Smad3"
"6155"	"SMARCA4"	"NCOR1"	"GST-Smad3"
"6158"	"NCOR1"	"ERBIN"	"GST-Smad3"
"6159"	"SMARCC2"	"ERBIN"	"GST-Smad3"
"6160"	"ERBIN"	"ARID1B"	"GST-Smad3"
"6161"	"SMARCC2"	"NCOR1"	"GST-Smad3"
"6162"	"NCOR1"	"ARID1B"	"GST-Smad3"
"6164"	"BRCA2"	"BACH1"	"BRCA1/BARD1"
"6165"	"RBBP8"	"BACH1"	"BRCA1/BARD1"
"6166"	"RAD50"	"BACH1"	"BRCA1/BARD1"
"6167"	"SMC1A"	"BACH1"	"BRCA1/BARD1"
"6168"	"BRCA1"	"BACH1"	"BRCA1/BARD1"
"6169"	"MLH1"	"BACH1"	"BRCA1/BARD1"
"6170"	"BARD1"	"BACH1"	"BRCA1/BARD1"
"6171"	"MSH6"	"BACH1"	"BRCA1/BARD1"
"6172"	"RBBP8"	"BRCA2"	"BRCA1/BARD1"
"6173"	"RAD50"	"BRCA2"	"BRCA1/BARD1"
"6174"	"SMC1A"	"BRCA2"	"BRCA1/BARD1"
"6175"	"BRCA2"	"BRCA1"	"BRCA1/BARD1"
"6176"	"MLH1"	"BRCA2"	"BRCA1/BARD1"
"6177"	"BRCA2"	"BARD1"	"BRCA1/BARD1"
"6178"	"MSH6"	"BRCA2"	"BRCA1/BARD1"
"6179"	"RBBP8"	"RAD50"	"BRCA1/BARD1"
"6180"	"SMC1A"	"RBBP8"	"BRCA1/BARD1"
"6181"	"RBBP8"	"BRCA1"	"BRCA1/BARD1"
"6182"	"RBBP8"	"MLH1"	"BRCA1/BARD1"
"6183"	"RBBP8"	"BARD1"	"BRCA1/BARD1"
"6184"	"RBBP8"	"MSH6"	"BRCA1/BARD1"
"6185"	"SMC1A"	"RAD50"	"BRCA1/BARD1"
"6186"	"RAD50"	"BRCA1"	"BRCA1/BARD1"
"6187"	"RAD50"	"MLH1"	"BRCA1/BARD1"
"6188"	"RAD50"	"BARD1"	"BRCA1/BARD1"
"6189"	"RAD50"	"MSH6"	"BRCA1/BARD1"
"6190"	"SMC1A"	"BRCA1"	"BRCA1/BARD1"
"6191"	"SMC1A"	"MLH1"	"BRCA1/BARD1"
"6192"	"SMC1A"	"BARD1"	"BRCA1/BARD1"
"6193"	"SMC1A"	"MSH6"	"BRCA1/BARD1"
"6194"	"MLH1"	"BRCA1"	"BRCA1/BARD1"
"6195"	"BRCA1"	"BARD1"	"BRCA1/BARD1"
